weeks_included,model,target_variable,horizon,location,rel_ae,rel_wis,cov_50,cov_95,bias,n,n_loc,location_name
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,1,LI,0.82,0.85,0.47,0.81,-0.08,32,1,Liechtenstein
All,EuroCOVIDhub-baseline,inc case,1,LI,1,1,0.39,0.97,-0.08,36,1,Liechtenstein
All,EuroCOVIDhub-cutoff_10_relative_skill_weighted_mean,inc case,1,LI,0.21,1.05,0.44,0.89,-0.53,9,1,Liechtenstein
All,EuroCOVIDhub-cutoff_10_relative_skill_weighted_median,inc case,1,LI,0.21,1.09,0.44,0.89,-0.56,9,1,Liechtenstein
All,EuroCOVIDhub-cutoff_All_relative_skill_weighted_mean,inc case,1,LI,0.21,1.05,0.44,0.89,-0.53,9,1,Liechtenstein
All,EuroCOVIDhub-cutoff_All_relative_skill_weighted_median,inc case,1,LI,0.21,1.09,0.44,0.89,-0.56,9,1,Liechtenstein
All,EuroCOVIDhub-cutoff_mean,inc case,1,LI,0.21,1.09,0.44,0.89,-0.51,9,1,Liechtenstein
All,EuroCOVIDhub-cutoff_median,inc case,1,LI,0.21,1.09,0.44,0.89,-0.51,9,1,Liechtenstein
All,EuroCOVIDhub-mean,inc case,1,LI,0.71,0.89,0.44,0.83,-0.01,36,1,Liechtenstein
All,EuroCOVIDhub-median,inc case,1,LI,0.8,0.89,0.47,0.83,-0.06,36,1,Liechtenstein
All,EuroCOVIDhub-10_relative_skill_weighted_mean,inc case,2,LI,1.15,0.91,0.32,0.81,0.12,31,1,Liechtenstein
All,EuroCOVIDhub-10_relative_skill_weighted_median,inc case,2,LI,1,0.9,0.42,0.81,-0.03,31,1,Liechtenstein
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,2,LI,1.09,0.9,0.32,0.84,0.11,31,1,Liechtenstein
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,2,LI,1.04,0.88,0.32,0.81,-0.05,31,1,Liechtenstein
All,EuroCOVIDhub-baseline,inc case,2,LI,1,1,0.49,0.97,-0.05,35,1,Liechtenstein
All,EuroCOVIDhub-cutoff_10_relative_skill_weighted_mean,inc case,2,LI,0.25,1.25,0.56,0.89,-0.61,9,1,Liechtenstein
All,EuroCOVIDhub-cutoff_10_relative_skill_weighted_median,inc case,2,LI,0.25,1.25,0.56,0.89,-0.62,9,1,Liechtenstein
All,EuroCOVIDhub-cutoff_All_relative_skill_weighted_mean,inc case,2,LI,0.25,1.25,0.56,0.89,-0.61,9,1,Liechtenstein
All,EuroCOVIDhub-cutoff_All_relative_skill_weighted_median,inc case,2,LI,0.25,1.25,0.56,0.89,-0.62,9,1,Liechtenstein
All,EuroCOVIDhub-cutoff_mean,inc case,2,LI,0.22,1.25,0.56,0.89,-0.58,9,1,Liechtenstein
All,EuroCOVIDhub-cutoff_median,inc case,2,LI,0.22,1.25,0.56,0.89,-0.58,9,1,Liechtenstein
All,EuroCOVIDhub-mean,inc case,2,LI,1.11,0.98,0.34,0.83,0.06,35,1,Liechtenstein
All,EuroCOVIDhub-median,inc case,2,LI,0.98,0.85,0.37,0.83,-0.05,35,1,Liechtenstein
All,EuroCOVIDhub-10_relative_skill_weighted_mean,inc case,3,LI,1.46,1.24,0.3,0.7,0.16,30,1,Liechtenstein
All,EuroCOVIDhub-10_relative_skill_weighted_median,inc case,3,LI,1.1,1.11,0.33,0.8,0,30,1,Liechtenstein
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,3,LI,1.41,1.24,0.3,0.73,0.15,30,1,Liechtenstein
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,3,LI,1.14,1.1,0.3,0.77,-0.01,30,1,Liechtenstein
All,EuroCOVIDhub-baseline,inc case,3,LI,1,1,0.56,1,-0.05,34,1,Liechtenstein
All,EuroCOVIDhub-cutoff_10_relative_skill_weighted_mean,inc case,3,LI,0.51,1.39,0.33,0.89,-0.61,9,1,Liechtenstein
All,EuroCOVIDhub-cutoff_10_relative_skill_weighted_median,inc case,3,LI,0.5,1.38,0.33,0.89,-0.62,9,1,Liechtenstein
All,EuroCOVIDhub-cutoff_All_relative_skill_weighted_mean,inc case,3,LI,0.51,1.39,0.33,0.89,-0.61,9,1,Liechtenstein
All,EuroCOVIDhub-cutoff_All_relative_skill_weighted_median,inc case,3,LI,0.5,1.38,0.33,0.89,-0.62,9,1,Liechtenstein
All,EuroCOVIDhub-cutoff_mean,inc case,3,LI,0.53,1.43,0.33,0.89,-0.59,9,1,Liechtenstein
All,EuroCOVIDhub-cutoff_median,inc case,3,LI,0.53,1.43,0.33,0.89,-0.59,9,1,Liechtenstein
All,EuroCOVIDhub-mean,inc case,3,LI,1.39,1.27,0.35,0.76,0.09,34,1,Liechtenstein
All,EuroCOVIDhub-median,inc case,3,LI,1.08,1.06,0.32,0.76,-0.05,34,1,Liechtenstein
All,EuroCOVIDhub-10_relative_skill_weighted_mean,inc case,4,LI,1.49,1.5,0.31,0.69,0.18,29,1,Liechtenstein
All,EuroCOVIDhub-10_relative_skill_weighted_median,inc case,4,LI,1.16,1.3,0.24,0.76,0,29,1,Liechtenstein
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,4,LI,1.47,1.5,0.28,0.69,0.17,29,1,Liechtenstein
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,4,LI,1.14,1.28,0.31,0.76,-0.02,29,1,Liechtenstein
All,EuroCOVIDhub-baseline,inc case,4,LI,1,1,0.48,0.97,-0.05,33,1,Liechtenstein
All,EuroCOVIDhub-cutoff_10_relative_skill_weighted_mean,inc case,4,LI,0.58,1.56,0.22,0.78,-0.67,9,1,Liechtenstein
All,EuroCOVIDhub-cutoff_10_relative_skill_weighted_median,inc case,4,LI,0.58,1.54,0.22,0.78,-0.67,9,1,Liechtenstein
All,EuroCOVIDhub-cutoff_All_relative_skill_weighted_mean,inc case,4,LI,0.58,1.56,0.22,0.78,-0.67,9,1,Liechtenstein
All,EuroCOVIDhub-cutoff_All_relative_skill_weighted_median,inc case,4,LI,0.58,1.54,0.22,0.78,-0.67,9,1,Liechtenstein
All,EuroCOVIDhub-cutoff_mean,inc case,4,LI,0.64,1.58,0.22,0.78,-0.63,9,1,Liechtenstein
All,EuroCOVIDhub-cutoff_median,inc case,4,LI,0.64,1.58,0.22,0.78,-0.63,9,1,Liechtenstein
All,EuroCOVIDhub-mean,inc case,4,LI,1.57,1.55,0.3,0.7,0.1,33,1,Liechtenstein
All,EuroCOVIDhub-median,inc case,4,LI,1.04,1.23,0.3,0.79,-0.06,33,1,Liechtenstein
All,EuroCOVIDhub-10_relative_skill_weighted_mean,inc death,1,LI,0.5,0.35,0.75,1,-0.17,4,1,Liechtenstein
All,EuroCOVIDhub-10_relative_skill_weighted_median,inc death,1,LI,0.5,0.35,0.75,1,-0.2,4,1,Liechtenstein
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,1,LI,1,0.35,0.83,1,-0.18,6,1,Liechtenstein
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,1,LI,1,0.35,0.83,1,-0.18,6,1,Liechtenstein
All,EuroCOVIDhub-baseline,inc death,1,LI,1,1,0.67,1,0.08,36,1,Liechtenstein
All,EuroCOVIDhub-cutoff_10_relative_skill_weighted_mean,inc death,1,LI,0.5,0.35,0.75,0.75,-0.25,4,1,Liechtenstein
All,EuroCOVIDhub-cutoff_10_relative_skill_weighted_median,inc death,1,LI,0.5,0.35,0.75,0.75,-0.25,4,1,Liechtenstein
All,EuroCOVIDhub-cutoff_All_relative_skill_weighted_mean,inc death,1,LI,0.5,0.35,0.75,0.75,-0.25,4,1,Liechtenstein
All,EuroCOVIDhub-cutoff_All_relative_skill_weighted_median,inc death,1,LI,0.5,0.35,0.75,0.75,-0.25,4,1,Liechtenstein
All,EuroCOVIDhub-cutoff_mean,inc death,1,LI,1,0.35,0.9,0.97,-0.1,29,1,Liechtenstein
All,EuroCOVIDhub-cutoff_median,inc death,1,LI,1,0.35,0.9,0.97,-0.1,29,1,Liechtenstein
All,EuroCOVIDhub-mean,inc death,1,LI,0.64,0.36,0.86,0.92,0.03,36,1,Liechtenstein
All,EuroCOVIDhub-median,inc death,1,LI,0.77,0.33,0.89,1,-0.04,36,1,Liechtenstein
All,EuroCOVIDhub-10_relative_skill_weighted_mean,inc death,2,LI,0.5,Inf,0.67,1,-0.2,3,1,Liechtenstein
All,EuroCOVIDhub-10_relative_skill_weighted_median,inc death,2,LI,0.5,Inf,0.67,1,-0.2,3,1,Liechtenstein
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,2,LI,1,0.52,0.8,1,-0.22,5,1,Liechtenstein
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,2,LI,1,0.52,0.8,1,-0.22,5,1,Liechtenstein
All,EuroCOVIDhub-baseline,inc death,2,LI,1,1,0.91,1,0.07,35,1,Liechtenstein
All,EuroCOVIDhub-cutoff_10_relative_skill_weighted_mean,inc death,2,LI,0.5,Inf,0.67,1,-0.2,3,1,Liechtenstein
All,EuroCOVIDhub-cutoff_10_relative_skill_weighted_median,inc death,2,LI,0.5,Inf,0.67,1,-0.2,3,1,Liechtenstein
All,EuroCOVIDhub-cutoff_All_relative_skill_weighted_mean,inc death,2,LI,0.5,Inf,0.67,1,-0.2,3,1,Liechtenstein
All,EuroCOVIDhub-cutoff_All_relative_skill_weighted_median,inc death,2,LI,0.5,Inf,0.67,1,-0.2,3,1,Liechtenstein
All,EuroCOVIDhub-cutoff_mean,inc death,2,LI,1,0.6,0.89,0.96,-0.08,28,1,Liechtenstein
All,EuroCOVIDhub-cutoff_median,inc death,2,LI,1,0.6,0.89,0.96,-0.08,28,1,Liechtenstein
All,EuroCOVIDhub-mean,inc death,2,LI,0.66,0,0.86,0.89,0.07,35,1,Liechtenstein
All,EuroCOVIDhub-median,inc death,2,LI,0.93,0,0.94,1,-0.05,35,1,Liechtenstein
All,EuroCOVIDhub-10_relative_skill_weighted_mean,inc death,3,LI,0,0,1,1,0,2,1,Liechtenstein
All,EuroCOVIDhub-10_relative_skill_weighted_median,inc death,3,LI,0,0,1,1,0,2,1,Liechtenstein
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,3,LI,0,NA,1,1,0,4,1,Liechtenstein
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,3,LI,0,NA,1,1,0,4,1,Liechtenstein
All,EuroCOVIDhub-baseline,inc death,3,LI,NA,NA,0.94,1,0.03,34,1,Liechtenstein
All,EuroCOVIDhub-cutoff_10_relative_skill_weighted_mean,inc death,3,LI,0,0,1,1,0,2,1,Liechtenstein
All,EuroCOVIDhub-cutoff_10_relative_skill_weighted_median,inc death,3,LI,0,0,1,1,0,2,1,Liechtenstein
All,EuroCOVIDhub-cutoff_All_relative_skill_weighted_mean,inc death,3,LI,0,0,1,1,0,2,1,Liechtenstein
All,EuroCOVIDhub-cutoff_All_relative_skill_weighted_median,inc death,3,LI,0,0,1,1,0,2,1,Liechtenstein
All,EuroCOVIDhub-cutoff_mean,inc death,3,LI,NA,0,0.93,1,-0.06,27,1,Liechtenstein
All,EuroCOVIDhub-cutoff_median,inc death,3,LI,NA,0,0.93,1,-0.06,27,1,Liechtenstein
All,EuroCOVIDhub-mean,inc death,3,LI,NA,0,0.85,0.88,0.08,34,1,Liechtenstein
All,EuroCOVIDhub-median,inc death,3,LI,NA,0,0.94,1,-0.04,34,1,Liechtenstein
All,EuroCOVIDhub-10_relative_skill_weighted_mean,inc death,4,LI,0,0,1,1,0,1,1,Liechtenstein
All,EuroCOVIDhub-10_relative_skill_weighted_median,inc death,4,LI,0,0,1,1,0,1,1,Liechtenstein
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,4,LI,NA,0,1,1,0,3,1,Liechtenstein
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,4,LI,NA,0,1,1,0,3,1,Liechtenstein
All,EuroCOVIDhub-baseline,inc death,4,LI,NA,NA,0.94,1,0.03,33,1,Liechtenstein
All,EuroCOVIDhub-cutoff_10_relative_skill_weighted_mean,inc death,4,LI,0,0,1,1,0,1,1,Liechtenstein
All,EuroCOVIDhub-cutoff_10_relative_skill_weighted_median,inc death,4,LI,0,0,1,1,0,1,1,Liechtenstein
All,EuroCOVIDhub-cutoff_All_relative_skill_weighted_mean,inc death,4,LI,0,0,1,1,0,1,1,Liechtenstein
All,EuroCOVIDhub-cutoff_All_relative_skill_weighted_median,inc death,4,LI,0,0,1,1,0,1,1,Liechtenstein
All,EuroCOVIDhub-cutoff_mean,inc death,4,LI,NA,0,0.88,1,-0.06,26,1,Liechtenstein
All,EuroCOVIDhub-cutoff_median,inc death,4,LI,NA,0,0.88,1,-0.07,26,1,Liechtenstein
All,EuroCOVIDhub-mean,inc death,4,LI,NA,NA,0.85,0.88,0.11,33,1,Liechtenstein
All,EuroCOVIDhub-median,inc death,4,LI,NA,0,0.91,1,-0.05,33,1,Liechtenstein
All,EuroCOVIDhub-10_relative_skill_weighted_mean,inc case,1,LT,0.57,0.57,0.62,0.97,0.05,32,1,Lithuania
All,EuroCOVIDhub-10_relative_skill_weighted_median,inc case,1,LT,0.57,0.56,0.62,0.97,0.04,32,1,Lithuania
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,1,LT,0.57,0.57,0.66,0.97,0.06,32,1,Lithuania
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,1,LT,0.55,0.56,0.62,0.94,0.05,32,1,Lithuania
All,EuroCOVIDhub-baseline,inc case,1,LT,1,1,0.08,1,-0.27,36,1,Lithuania
All,EuroCOVIDhub-cutoff_10_relative_skill_weighted_mean,inc case,1,LT,0.56,0.57,0.62,0.96,0.02,26,1,Lithuania
All,EuroCOVIDhub-cutoff_10_relative_skill_weighted_median,inc case,1,LT,0.53,0.55,0.65,0.96,0.02,26,1,Lithuania
All,EuroCOVIDhub-cutoff_All_relative_skill_weighted_mean,inc case,1,LT,0.55,0.56,0.62,0.96,0.02,26,1,Lithuania
All,EuroCOVIDhub-cutoff_All_relative_skill_weighted_median,inc case,1,LT,0.52,0.54,0.62,0.96,0.01,26,1,Lithuania
All,EuroCOVIDhub-cutoff_mean,inc case,1,LT,0.6,0.58,0.62,0.96,0.01,26,1,Lithuania
All,EuroCOVIDhub-cutoff_median,inc case,1,LT,0.59,0.57,0.62,0.96,-0.02,26,1,Lithuania
All,EuroCOVIDhub-mean,inc case,1,LT,0.61,0.6,0.56,0.97,0.02,36,1,Lithuania
All,EuroCOVIDhub-median,inc case,1,LT,0.59,0.6,0.56,0.94,0.01,36,1,Lithuania
All,EuroCOVIDhub-10_relative_skill_weighted_mean,inc case,2,LT,0.69,0.64,0.42,0.94,0.13,31,1,Lithuania
All,EuroCOVIDhub-10_relative_skill_weighted_median,inc case,2,LT,0.61,0.61,0.45,0.84,0.03,31,1,Lithuania
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,2,LT,0.65,0.64,0.39,0.94,0.13,31,1,Lithuania
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,2,LT,0.59,0.6,0.48,0.84,0.05,31,1,Lithuania
All,EuroCOVIDhub-baseline,inc case,2,LT,1,1,0.26,0.8,-0.28,35,1,Lithuania
All,EuroCOVIDhub-cutoff_10_relative_skill_weighted_mean,inc case,2,LT,0.76,0.67,0.48,0.92,0.1,25,1,Lithuania
All,EuroCOVIDhub-cutoff_10_relative_skill_weighted_median,inc case,2,LT,0.74,0.65,0.48,0.88,0.08,25,1,Lithuania
All,EuroCOVIDhub-cutoff_All_relative_skill_weighted_mean,inc case,2,LT,0.75,0.66,0.44,0.92,0.1,25,1,Lithuania
All,EuroCOVIDhub-cutoff_All_relative_skill_weighted_median,inc case,2,LT,0.73,0.64,0.48,0.92,0.1,25,1,Lithuania
All,EuroCOVIDhub-cutoff_mean,inc case,2,LT,0.76,0.68,0.48,0.92,0.09,25,1,Lithuania
All,EuroCOVIDhub-cutoff_median,inc case,2,LT,0.71,0.65,0.52,0.92,0.07,25,1,Lithuania
All,EuroCOVIDhub-mean,inc case,2,LT,0.66,0.65,0.49,0.91,0.07,35,1,Lithuania
All,EuroCOVIDhub-median,inc case,2,LT,0.62,0.63,0.49,0.86,-0.04,35,1,Lithuania
All,EuroCOVIDhub-10_relative_skill_weighted_mean,inc case,3,LT,0.73,0.72,0.33,0.83,0.17,30,1,Lithuania
All,EuroCOVIDhub-10_relative_skill_weighted_median,inc case,3,LT,0.66,0.67,0.43,0.73,0.02,30,1,Lithuania
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,3,LT,0.73,0.72,0.33,0.83,0.17,30,1,Lithuania
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,3,LT,0.66,0.67,0.43,0.77,0.02,30,1,Lithuania
All,EuroCOVIDhub-baseline,inc case,3,LT,1,1,0.24,0.74,-0.32,34,1,Lithuania
All,EuroCOVIDhub-cutoff_10_relative_skill_weighted_mean,inc case,3,LT,0.92,0.82,0.29,0.79,0.11,24,1,Lithuania
All,EuroCOVIDhub-cutoff_10_relative_skill_weighted_median,inc case,3,LT,0.89,0.78,0.29,0.79,0.12,24,1,Lithuania
All,EuroCOVIDhub-cutoff_All_relative_skill_weighted_mean,inc case,3,LT,0.92,0.82,0.29,0.83,0.12,24,1,Lithuania
All,EuroCOVIDhub-cutoff_All_relative_skill_weighted_median,inc case,3,LT,0.9,0.79,0.29,0.83,0.12,24,1,Lithuania
All,EuroCOVIDhub-cutoff_mean,inc case,3,LT,0.89,0.79,0.29,0.79,0.11,24,1,Lithuania
All,EuroCOVIDhub-cutoff_median,inc case,3,LT,0.78,0.7,0.38,0.83,0.05,24,1,Lithuania
All,EuroCOVIDhub-mean,inc case,3,LT,0.7,0.69,0.41,0.85,0.1,34,1,Lithuania
All,EuroCOVIDhub-median,inc case,3,LT,0.63,0.64,0.41,0.79,-0.06,34,1,Lithuania
All,EuroCOVIDhub-10_relative_skill_weighted_mean,inc case,4,LT,0.89,0.87,0.31,0.69,0.2,29,1,Lithuania
All,EuroCOVIDhub-10_relative_skill_weighted_median,inc case,4,LT,0.76,0.75,0.31,0.72,0.01,29,1,Lithuania
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,4,LT,0.89,0.87,0.31,0.69,0.21,29,1,Lithuania
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,4,LT,0.77,0.74,0.31,0.72,0.01,29,1,Lithuania
All,EuroCOVIDhub-baseline,inc case,4,LT,1,1,0.18,0.73,-0.34,33,1,Lithuania
All,EuroCOVIDhub-cutoff_10_relative_skill_weighted_mean,inc case,4,LT,1.14,1.04,0.17,0.61,0.13,23,1,Lithuania
All,EuroCOVIDhub-cutoff_10_relative_skill_weighted_median,inc case,4,LT,1.08,0.97,0.26,0.61,0.13,23,1,Lithuania
All,EuroCOVIDhub-cutoff_All_relative_skill_weighted_mean,inc case,4,LT,1.15,1.06,0.17,0.65,0.13,23,1,Lithuania
All,EuroCOVIDhub-cutoff_All_relative_skill_weighted_median,inc case,4,LT,1.12,1.02,0.17,0.65,0.13,23,1,Lithuania
All,EuroCOVIDhub-cutoff_mean,inc case,4,LT,1.08,0.97,0.17,0.61,0.12,23,1,Lithuania
All,EuroCOVIDhub-cutoff_median,inc case,4,LT,0.86,0.77,0.26,0.7,0.06,23,1,Lithuania
All,EuroCOVIDhub-mean,inc case,4,LT,0.81,0.8,0.39,0.79,0.13,33,1,Lithuania
All,EuroCOVIDhub-median,inc case,4,LT,0.69,0.68,0.39,0.76,-0.07,33,1,Lithuania
All,EuroCOVIDhub-10_relative_skill_weighted_mean,inc death,1,LT,0.88,0.79,0.75,1,0.08,32,1,Lithuania
All,EuroCOVIDhub-10_relative_skill_weighted_median,inc death,1,LT,0.93,0.76,0.69,0.94,0.02,32,1,Lithuania
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,1,LT,0.86,0.78,0.72,1,0.07,32,1,Lithuania
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,1,LT,0.93,0.76,0.66,0.94,0.01,32,1,Lithuania
All,EuroCOVIDhub-baseline,inc death,1,LT,1,1,0.22,0.97,-0.14,36,1,Lithuania
All,EuroCOVIDhub-cutoff_10_relative_skill_weighted_mean,inc death,1,LT,1.02,0.74,0.59,0.94,0.02,17,1,Lithuania
All,EuroCOVIDhub-cutoff_10_relative_skill_weighted_median,inc death,1,LT,0.99,0.73,0.59,0.94,0.05,17,1,Lithuania
All,EuroCOVIDhub-cutoff_All_relative_skill_weighted_mean,inc death,1,LT,1.02,0.75,0.59,0.94,0.02,17,1,Lithuania
All,EuroCOVIDhub-cutoff_All_relative_skill_weighted_median,inc death,1,LT,1,0.74,0.59,0.94,0.04,17,1,Lithuania
All,EuroCOVIDhub-cutoff_mean,inc death,1,LT,0.97,0.76,0.59,0.94,0.02,17,1,Lithuania
All,EuroCOVIDhub-cutoff_median,inc death,1,LT,0.96,0.76,0.59,0.94,0.04,17,1,Lithuania
All,EuroCOVIDhub-mean,inc death,1,LT,0.81,0.81,0.75,1,0.07,36,1,Lithuania
All,EuroCOVIDhub-median,inc death,1,LT,0.84,0.81,0.67,0.92,0.01,36,1,Lithuania
All,EuroCOVIDhub-10_relative_skill_weighted_mean,inc death,2,LT,0.74,0.64,0.65,1,0.12,31,1,Lithuania
All,EuroCOVIDhub-10_relative_skill_weighted_median,inc death,2,LT,0.7,0.62,0.58,0.94,0.02,31,1,Lithuania
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,2,LT,0.68,0.65,0.65,1,0.11,31,1,Lithuania
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,2,LT,0.65,0.64,0.55,0.94,0.01,31,1,Lithuania
All,EuroCOVIDhub-baseline,inc death,2,LT,1,1,0.29,0.94,-0.16,35,1,Lithuania
All,EuroCOVIDhub-cutoff_10_relative_skill_weighted_mean,inc death,2,LT,0.76,0.55,0.75,0.94,0.01,16,1,Lithuania
All,EuroCOVIDhub-cutoff_10_relative_skill_weighted_median,inc death,2,LT,0.7,0.56,0.69,0.94,0.03,16,1,Lithuania
All,EuroCOVIDhub-cutoff_All_relative_skill_weighted_mean,inc death,2,LT,0.72,0.56,0.75,0.94,0.01,16,1,Lithuania
All,EuroCOVIDhub-cutoff_All_relative_skill_weighted_median,inc death,2,LT,0.72,0.56,0.69,0.94,0.03,16,1,Lithuania
All,EuroCOVIDhub-cutoff_mean,inc death,2,LT,0.73,0.57,0.75,0.94,0,16,1,Lithuania
All,EuroCOVIDhub-cutoff_median,inc death,2,LT,0.74,0.58,0.69,0.94,0.02,16,1,Lithuania
All,EuroCOVIDhub-mean,inc death,2,LT,0.69,0.68,0.66,1,0.1,35,1,Lithuania
All,EuroCOVIDhub-median,inc death,2,LT,0.78,0.69,0.54,0.94,-0,35,1,Lithuania
All,EuroCOVIDhub-10_relative_skill_weighted_mean,inc death,3,LT,0.64,0.53,0.53,1,0.23,30,1,Lithuania
All,EuroCOVIDhub-10_relative_skill_weighted_median,inc death,3,LT,0.64,0.53,0.47,0.97,0.07,30,1,Lithuania
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,3,LT,0.6,0.53,0.47,1,0.22,30,1,Lithuania
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,3,LT,0.65,0.56,0.5,0.93,0.06,30,1,Lithuania
All,EuroCOVIDhub-baseline,inc death,3,LT,1,1,0.41,0.88,-0.19,34,1,Lithuania
All,EuroCOVIDhub-cutoff_10_relative_skill_weighted_mean,inc death,3,LT,0.51,0.44,0.6,1,-0.09,15,1,Lithuania
All,EuroCOVIDhub-cutoff_10_relative_skill_weighted_median,inc death,3,LT,0.51,0.44,0.6,1,-0.07,15,1,Lithuania
All,EuroCOVIDhub-cutoff_All_relative_skill_weighted_mean,inc death,3,LT,0.56,0.44,0.6,1,-0.09,15,1,Lithuania
All,EuroCOVIDhub-cutoff_All_relative_skill_weighted_median,inc death,3,LT,0.54,0.44,0.6,1,-0.07,15,1,Lithuania
All,EuroCOVIDhub-cutoff_mean,inc death,3,LT,0.58,0.45,0.6,1,-0.1,15,1,Lithuania
All,EuroCOVIDhub-cutoff_median,inc death,3,LT,0.55,0.46,0.6,1,-0.08,15,1,Lithuania
All,EuroCOVIDhub-mean,inc death,3,LT,0.6,0.56,0.5,1,0.17,34,1,Lithuania
All,EuroCOVIDhub-median,inc death,3,LT,0.68,0.59,0.53,0.97,0.04,34,1,Lithuania
All,EuroCOVIDhub-10_relative_skill_weighted_mean,inc death,4,LT,0.59,0.56,0.62,0.97,0.29,29,1,Lithuania
All,EuroCOVIDhub-10_relative_skill_weighted_median,inc death,4,LT,0.63,0.57,0.38,0.97,0.06,29,1,Lithuania
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc death,4,LT,0.67,0.56,0.59,0.97,0.27,29,1,Lithuania
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc death,4,LT,0.67,0.61,0.41,0.93,0.05,29,1,Lithuania
All,EuroCOVIDhub-baseline,inc death,4,LT,1,1,0.33,0.79,-0.19,33,1,Lithuania
All,EuroCOVIDhub-cutoff_10_relative_skill_weighted_mean,inc death,4,LT,0.69,0.48,0.6,1,-0.02,15,1,Lithuania
All,EuroCOVIDhub-cutoff_10_relative_skill_weighted_median,inc death,4,LT,0.67,0.49,0.53,1,-0.01,15,1,Lithuania
All,EuroCOVIDhub-cutoff_All_relative_skill_weighted_mean,inc death,4,LT,0.67,0.49,0.6,1,-0.03,15,1,Lithuania
All,EuroCOVIDhub-cutoff_All_relative_skill_weighted_median,inc death,4,LT,0.68,0.49,0.53,1,-0.02,15,1,Lithuania
All,EuroCOVIDhub-cutoff_mean,inc death,4,LT,0.67,0.5,0.6,1,-0.02,15,1,Lithuania
All,EuroCOVIDhub-cutoff_median,inc death,4,LT,0.7,0.52,0.53,1,-0.03,15,1,Lithuania
All,EuroCOVIDhub-mean,inc death,4,LT,0.6,0.59,0.64,0.97,0.22,33,1,Lithuania
All,EuroCOVIDhub-median,inc death,4,LT,0.68,0.65,0.42,0.94,0.02,33,1,Lithuania
All,EuroCOVIDhub-10_relative_skill_weighted_mean,inc case,1,LU,0.93,0.9,0.69,0.97,0.04,32,1,Luxembourg
All,EuroCOVIDhub-10_relative_skill_weighted_median,inc case,1,LU,0.95,1.1,0.66,0.94,-0.01,32,1,Luxembourg
All,EuroCOVIDhub-All_relative_skill_weighted_mean,inc case,1,LU,0.96,0.91,0.69,0.97,0.04,32,1,Luxembourg
All,EuroCOVIDhub-All_relative_skill_weighted_median,inc case,1,LU,0.98,1.09,0.59,0.94,-0.01,32,1,Luxembourg
All,EuroCOVIDhub-baseline,inc case,1,LU,1,1,0.53,1,-0,36,1,Luxembourg
All,EuroCOVIDhub-cutoff_10_relative_skill_weighted_mean,inc case,1,LU,1.78,1.14,0.5,0.67,0.03,6,1,Luxembourg
All,EuroCOVIDhub-cutoff_10_relative_skill_weighted_median,inc case,1,LU,1.78,1.14,0.5,0.67,0.03,6,1,Luxembourg
All,EuroCOVIDhub-cutoff_All_relative_skill_weighted_mean,inc case,1,LU,1.78,1.14,0.5,0.67,0.03,6,1,Luxembourg
All,EuroCOVIDhub-cutoff_All_relative_skill_weighted_median,inc case,1,LU,1.78,1.14,0.5,0.67,0.03,6,1,Luxembourg
All,EuroCOVIDhub-cutoff_mean,inc case,1,LU,1.78,1.14,0.5,0.67,0.03,6,1,Luxembourg
All,EuroCOVIDhub-cutoff_median,inc case,1,LU,1.78,1.14,0.5,0.67,0.03,6,1,Luxembourg
All,EuroCOVIDhub-mean,inc case,1,LU,0.98,0.92,0.72,0.97,0.03,36,1,Luxembourg
